"oblast","EDRPOU","NAME","KVED","church_EDRPOU","church_NAME","BOSS","church_BOSS","ADDRESS","church_ADDRESS","freq","FOUNDERS","KVED_freq","KVED_freq_inRegion","KVED_section"
"м.Київ","38260379","ВСЕУКРАЇНСЬКЕ ОБ'ЄДНАННЯ ГРОМАДЯН ВСЕУКРАЇНСЬКИЙ АПОЛОГЕТИЧНИЙ ЦЕНТР В ІМ'Я СВЯТИТЕЛЯ ІОАННА ЗЛАТОУСТА","94.99 Діяльність інших громадських організацій, н. в. і. у.",37728307,"РЕЛІГІЙНА ГРОМАДА НА ЧЕСТЬ АРХАНГЕЛА МИХАЇЛА ОКРЕМОГО ПОЛКУ ПРЕЗИДЕНТА УКРАЇНИ У ШЕВЧЕНКІВСЬКОМУ РАЙОНІ М. КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ВИНАРЧУК ВОЛОДИМИР ВАСИЛЬОВИЧ","ВИНАРЧУК ВОЛОДИМИР ВАСИЛЬОВИЧ","01030; м.Київ- Шевченківський район, ВУЛИЦЯ ЧАПАЄВА, будинок 7, ЛІТЕРА Б","01034; м.Київ- Шевченківський район, ВУЛИЦЯ ПРОРІЗНА, будинок 23-А",2,"фізичні особи члени організації, розмір внеску до статутного фонду - 0.00 грн.",140,21,"Діяльність громадських організацій"
"м.Київ","38282649","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФАРМЮНІОН БСВ ДЕВЕЛОПМЕНТ","46.46 Оптова торгівля фармацевтичними товарами",26315882,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ СВЯТИХ ПЕРВОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ДНІПРОВСЬКОМУ РАЙОНІ М.КИЄВА","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","03151; м.Київ- Солом'янський район, ВУЛИЦЯ НАРОДНОГО ОПОЛЧЕННЯ, будинок 7, офіс 160","02002; м.Київ- Дніпровський район, ПРОСПЕКТ ВОЗЗ'ЄДНАННЯ, будинок 18-А, квартира 56",7,"КОМПАНІЯ ФАРМЮНІОН БСВ ДЕВЕЛОПМЕНТ ЛТД (PHARMUNION BSV DEVELOPMENT LTD), розмір внеску до статутного фонду - 1598600.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) ЗАСНОВНИКА ЮРИДИЧНОЇ ОСОБИ, ЯКЩО ЗАСНОВНИК-ЮРИДИЧНА ОСОБА - КОМПАНІЯ ФАРМЮНІОН БСВ ДЕВЕЛОПМЕНТ ЛТД (PHARMUNION BSV DEVELOPMENT LTD) - ЖЕРЕБКО СЕРГІЙ МИХАЙЛОВИЧ, УКРАЇНА, 08625,КИЇВСЬКА ОБЛАСТЬ,ВАСИЛЬКІВСЬКИЙ РАЙОН, СЕЛО ПУТРІВКА, ВУЛ. ЛЕНІНА,192||КІНЦЕВИЙ ВИГОДООДЕРЖУВАЧ - ФАРМЮНІОН БСВ ДЕВЕЛОПМЕНТ ЛТД, РЕЄСТР. № , АРК.МАКАРІУ III АВЕНЮ,69,ТЛАІС ТАУЕР, 3 ПОВЕРХ ОФІС/КВ.301,1070, НІКОСІЯ, РЕСПУБЛІКА КІПР, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ ВИГОДООДЕРЖУВАЧ - ГАТЛІ МЕНЕДЖМЕНТ ЛТД,БВО №, МЕЙН СТРІТ №177, ПОШТОВА СКРИНЬКА 169, РМВ 257, РОУД ТАУН, ТОРТОЛА, БРИТАНСЬКІ ВІРГІНСЬКІ ОСТРОВИ, розмір внеску до статутного фонду - 0.00 грн.",63,15,"Торгівля"
"м.Київ","39882001","ПРИВАТНЕ ПІДПРИЄМСТВО ТК ТУВІЯ""","46.13 Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",26315882,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ СВЯТИХ ПЕРВОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ДНІПРОВСЬКОМУ РАЙОНІ М.КИЄВА","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","03062; м.Київ- Святошинський район, ПРОСПЕКТ ПЕРЕМОГИ, будинок 63, офіс 201","02002; м.Київ- Дніпровський район, ПРОСПЕКТ ВОЗЗ'ЄДНАННЯ, будинок 18-А, квартира 56",7,"БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 500.00 грн.",63,15,"Торгівля"
"м.Київ","37396008","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СОФІС","41.10 Організація будівництва будівель",26315882,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ СВЯТИХ ПЕРВОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ДНІПРОВСЬКОМУ РАЙОНІ М.КИЄВА","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","02002; м.Київ- Дніпровський район, ВУЛИЦЯ ЛУНАЧАРСЬКОГО, будинок 12, квартира 56","02002; м.Київ- Дніпровський район, ПРОСПЕКТ ВОЗЗ'ЄДНАННЯ, будинок 18-А, квартира 56",7,"БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 1000000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ГУНТЕР ХЕЙКО, ФЕДЕРАТИВНА РЕСПУБЛІКА НІМЕЧЧИНА, С 3 СК 74 NTZ 0, 10117, М.БЕРЛІН, ВУЛИЦЯ ФОСШТРАССЕ, БУДИНОК 12, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ, УКРАЇНА, 02002, М.КИЇВ, ДНІПРОВСЬКИЙ Р-ОН, ВУЛИЦЯ ЛУНАЧАРСЬКОГО, БУДИНОК 12 КВАРТИРА 56 , розмір внеску до статутного фонду - 0.00 грн.||ГУНТЕР ХЕЙКО, розмір внеску до статутного фонду - 1000000.00 грн.",27,5,"Будівництво"
"м.Київ","39815580","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СП СИСТЕМС","62.01 Комп'ютерне програмування",26315882,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ СВЯТИХ ПЕРВОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ДНІПРОВСЬКОМУ РАЙОНІ М.КИЄВА","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","03037; м.Київ- Солом'янський район, ПРОСПЕКТ ВАЛЕРІЯ ЛОБАНОВСЬКОГО, будинок 6-А, офіс 147","02002; м.Київ- Дніпровський район, ПРОСПЕКТ ВОЗЗ'ЄДНАННЯ, будинок 18-А, квартира 56",7,"БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 200000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ПЕСІНА ОЛЕНА, ГРОМАДЯНКА УГОРЩИНИ, МІСЦЕ ПРОЖИВАННЯ 08860, КАСТЕЛЬДЕФЕЛЬС, ДІАГОНАЛЬ ПОНІЕНТЕ, 5-А, ІСПАНІЯ.||ПЕСІНА ОЛЕНА, розмір внеску до статутного фонду - 600000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ, 02225, М. КИЇВ, ПРОСПЕКТ МАЯКОВСЬКОГО, 5, КВ.420",6,2,"Комп'ютерне програмування, ремонт комп'ютерів"
"м.Київ","39881998","ПРИВАТНЕ ПІДПРИЄМСТВО ПАРІС-ГРУПП","46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",26315882,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ СВЯТИХ ПЕРВОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ДНІПРОВСЬКОМУ РАЙОНІ М.КИЄВА","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ","03148; м.Київ- Святошинський район, ВУЛИЦЯ ГЕРОЇВ КОСМОСУ, будинок 4, офіс 101","02002; м.Київ- Дніпровський район, ПРОСПЕКТ ВОЗЗ'ЄДНАННЯ, будинок 18-А, квартира 56",7,"БОЙКО СЕРГІЙ ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 500.00 грн.",20,4,"Сільське господарство"
"м.Київ","40983691","ІНШІ ОРГАНІЗАЦІЙНО-ПРАВОВІ ФОРМИ АДВОКАТСЬКЕ БЮРО ГЕОРГІЯ ЛАЙКОВА","69.10 Діяльність у сфері права",39000139,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ МУЧЕНИКІВ ЮРІЯ ТА ІОАННА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ У ДЕСНЯНСЬКОМУ РАЙОНІ М. КИЄВА","ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ","ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ","02232; м.Київ- Деснянський район, ПРОСПЕКТ ВОЛОДИМИРА МАЯКОВСЬКОГО, будинок 81, квартира 237","02232; м.Київ- Деснянський район, ПРОСПЕКТ МАЯКОВСЬКОГО, будинок 81, квартира 237",4,"ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ, розмір внеску до статутного фонду - 25000.00 грн.||ЗАСНОВНИК Є КІНЦЕВИМ БЕНЕФІЦІАРНИМ ВЛАСНИКОМ (КОНТРОЛЕРОМ) ЮРИДИЧНОЇ ОСОБИ",11,2,"Діяльність у сфері права, юстиції та правосуддя"
"м.Київ","22895374","БЛАГОДІЙНИЙ ФОНД ОСВІТА","94.99 Діяльність інших громадських організацій, н. в. і. у.",39000139,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ МУЧЕНИКІВ ЮРІЯ ТА ІОАННА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ У ДЕСНЯНСЬКОМУ РАЙОНІ М. КИЄВА","ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ","ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ","01022; м.Київ- Печерський район, ВУЛИЦЯ ПИЛИПА ОРЛИКА, будинок 18","02232; м.Київ- Деснянський район, ПРОСПЕКТ МАЯКОВСЬКОГО, будинок 81, квартира 237",4,"УЧАСНИКИ БЛАГОДІЙНОЇ ОРГАНІЗАЦІЇ, розмір внеску до статутного фонду - 0.00 грн.",140,21,"Діяльність громадських організацій"
"м.Київ","36555760","МІЖНАРОДНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ СОЮЗ ПРАВОСЛАВНИХ ЮРИСТІВ В ІМЯ АРХИСТРАТИГА БОЖОГО МИХАЇЛА""","94.99 Діяльність інших громадських організацій, н. в. і. у.",39000139,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ МУЧЕНИКІВ ЮРІЯ ТА ІОАННА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ У ДЕСНЯНСЬКОМУ РАЙОНІ М. КИЄВА","ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ","ЛАЙКОВ ГЕОРГІЙ ФЕДОРОВИЧ","01033; м.Київ- Голосіївський район, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 83","02232; м.Київ- Деснянський район, ПРОСПЕКТ МАЯКОВСЬКОГО, будинок 81, квартира 237",4,"ФІЗИЧНІ ОСОБИ, розмір внеску до статутного фонду - 0.00 грн.",140,21,"Діяльність громадських організацій"
"м.Київ","37815237","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ РТС ПЛЮС","73.12 Посередництво в розміщенні реклами в засобах масової інформації",26380193,"ІНШІ ОРГАНІЗАЦІЙНО-ПРАВОВІ ФОРМИ РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СВЯТИТЕЛЯ МИКОЛАЯ, АРХІЄПИСКОПА МИР ЛІКІЙСЬКОГО ЧУДОТВОРЦЯ В ГОЛОСІЇВСЬКОМУ РАЙОНІ","КЛИМЕНКО СЕРГІЙ МИКОЛАЙОВИЧ","КЛИМЕНКО СЕРГІЙ МИКОЛАЙОВИЧ","01042; м.Київ- Печерський район, ВУЛИЦЯ ПАТРІСА ЛУМУМБИ, будинок 9, офіс 4","03127; м.Київ- Голосіївський район, ПРОСПЕКТ 40-РІЧЧЯ ЖОВТНЯ, будинок 100/2",2,"КЛИМЕНКО СЕРГІЙ МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 140000.00 грн.||""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК - КЛИМЕНКО ВІКТОРІЯ ВОЛОДИМИРІВНА, МІСТО КИЇВ, РАЙОН ДНІПРОВСЬКИЙ, ВУЛИЦЯ МИТРОПОЛИТА АНДРЕЯ ШЕПТИЦЬКОГО, БУДИНОК 10, КВАРТИРА 57, розмір внеску до статутного фонду - 0.00 грн.||""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК - КЛИМЕНКО СЕРГІЙ МИКОЛАЙОВИЧ, УКРАЇНА, КИЇВСЬКА ОБЛ., С. ПЛОСКЕ, ВУЛ. ВАТУТІНА, БУД., 46"", розмір внеску до статутного фонду - 0.00 грн.||КЛИМЕНКО ВІКТОРІЯ ВОЛОДИМИРІВНА, розмір внеску до статутного фонду - 60000.00 грн.",4,1,"Рекламна діяльність"
"м.Київ","36823980","БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД В ДОПОМОГУ СВЯТОЇ ЄКАТЕРИНИ ВЕЛИКОМУЧЕНИЦІ","88.99 Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у.",24573717,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ СВЯТИТЕЛЯ ФЕОДОСІЯ ЧЕРНІГІВСЬКОГО У ДАРНИЦЬКОМУ РАЙОНІ М.КИЄВА","РІЧКО ОЛЕКСАНДР СТЕПАНОВИЧ","РІЧКО ОЛЕКСАНДР СТЕПАНОВИЧ","02096; м.Київ- Дарницький район, ВУЛИЦЯ ПРИВОКЗАЛЬНА, будинок 2","02154; м.Київ- Дніпровський район, ВУЛИЦЯ ЕНТУЗІАСТІВ, будинок 11, квартира 153",2,"РІЧКО МИКОЛА ОЛЕКСАНДРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||РІЧКО ОЛЕКСАНДР СТЕПАНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КОТКОВЕЦЬ ЛЕОНІД СЕМЕНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",60,19,"Надання іншої соціальної допомоги без забезпечення проживання"
"м.Київ","34491077","ПРИВАТНЕ ПІДПРИЄМСТВО ЦЕГЛА УКРАЇНИ","51.13.0 ПОСЕРЕДНИЦТВО В ТОРГІВЛІ ДЕРЕВИНОЮ ТА БУДІВЕЛЬНИМИ МАТЕРІАЛАМИ",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","03040; м.Київ- Голосіївський район, ВУЛИЦЯ СТЕЛЬМАХА, будинок 10, квартира 528","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 100.00 грн.",63,15,"Торгівля"
"м.Київ","35378427","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФЕЛІКСІНВЕСТ","41.20 Будівництво житлових і нежитлових будівель",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","03151; м.Київ- Солом'янський район, ВУЛИЦЯ КЕРЧЕНСЬКА, будинок 7/7","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 44000.00 грн.",27,5,"Будівництво"
"м.Київ","41006475","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ БУДІВЕЛЬНІ СИСТЕМНІ РІШЕННЯ","46.73 Оптова торгівля деревиною, будівельними матеріалами та санітарно-технічним обладнанням",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","02094; м.Київ- Дніпровський район, БУЛЬВАР ВЕРХОВНОЇ РАДИ, будинок 36-А","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 1000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) ЗАСНОВНИКА ЮРИДИЧНОЇ ОСОБИ, ЯКЩО ЗАСНОВНИК ЮРИДИЧНА ОСОБА-ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, УКРАЇНА, М. КИЇВ, ВУЛ. КІБАЛЬЧІЧА, БУД. 5-Б, КВ. 43, ОКПП",63,15,"Торгівля"
"м.Київ","34634981","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ІНВЕСТБУД - 11","41.20 Будівництво житлових і нежитлових будівель",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","02094; м.Київ- Деснянський район, БУЛЬВАР ВЕРХОВНОЇ РАДИ, будинок 36-А","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ПОДДУБСЬКИЙ МАКСИМ ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 16000.00 грн.||ХОМЕНКО ОЛЕГ ЮРІЙОВИЧ, розмір внеску до статутного фонду - 12000.00 грн.||ТІМКОВ МИХАЙЛО ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 12000.00 грн.",27,5,"Будівництво"
"м.Київ","34191883","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КИЇВУНІВЕРСАЛТУР","63.30.0 ПОСЛУГИ З ОРГАНІЗАЦІЇ ПОДОРОЖУВАНЬ",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","01001; м.Київ- Шевченківський район, ВУЛИЦЯ ІВАНА ФРАНКА, будинок 12, квартира 1-А","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ТРИЛЕВИЧ ЛЮДМИЛА ВІКТОРІВНА, розмір внеску до статутного фонду - 35000.00 грн.",49,7,"Інше"
"м.Київ","39211741","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АСТЕР ЛТД","46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","01033; м.Київ- Голосіївський район, ВУЛИЦЯ ТАРАСІВСЬКА, будинок 4-А, офіс 7","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 1000.00 грн.",20,4,"Сільське господарство"
"м.Київ","40402173","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ УНІВЕРСАЛ ЛАБ","46.69 Оптова торгівля іншими машинами й устаткованням",33747834,"РЕЛІГІЙНА ГРОМАДА ПАРАФІЇ НА ЧЕСТЬ ІКОНИ БОЖОЇ МАТЕРІ ДЕРЖАВНА"" У СВЯТОШИНСЬКОМУ РАЙОНІ М.КИЄВА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","02099; м.Київ- Дарницький район, ВУЛИЦЯ БОРИСПІЛЬСЬКА, будинок 7","03179; м.Київ- Святошинський район, ВУЛ. М. КОТЕЛЬНИКОВА, будинок 87, квартира 24",8,"ОСТАПЧУК ІРИНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 1400.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, УКРАЇНА, ІВАНО-ФРАНКІВСЬКА ОБЛ., МІСТО ІВАНО-ФРАНКІВСЬК, ВУЛИЦЯ ГАЛИЦЬКА, БУДИНОК 128, КВАРТИРА 69.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ОСТАПЧУК ІРИНА МИКОЛАЇВНА, УКРАЇНА, ІВАНО-ФРАНКІВСЬКА ОБЛ., МІСТО ІВАНО-ФРАНКІВСЬК, ВУЛИЦЯ ГАЛИЦЬКА, БУДИНОК 128, КВАРТИРА 69.||ОСТАПЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 600.00 грн.",63,15,"Торгівля"
"м.Київ","25662446","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ВИРОБНИЧО-КОМЕРЦІЙНЕ ПІДПРИЄМСТВО БОРКАДДОС""","51.90.0 ІНШІ ВИДИ ОПТОВОЇ ТОРГІВЛІ",35001029,"РЕЛІГІЙНА ГРОМАДА СВЯТОГО КНЯЗЯ ОЛЕКСАНДРА НЕВСЬКОГО УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ У ГОЛОСІЇВСЬКОМУ РАЙОНІ М .КИЄВА","НІКОЛАЄВ ЮРІЙ ОЛЕКСАНДРОВИЧ","НІКОЛАЄВ ЮРІЙ ОЛЕКСАНДРОВИЧ","03141; м.Київ- Солом'янський район, ВУЛИЦЯ ВОЛГОГРАДСЬКА, будинок 41-А","03187; м.Київ- Голосіївський район, ПРОСПЕКТ АКАДЕМІКА ГЛУШКОВА, будинок 17, квартира 10",2,"НІКОЛАЄВ ЮРІЙ ОЛЕКСАНДРОВИЧ, розмір внеску до статутного фонду - 28125.00 грн.",63,15,"Торгівля"
"м.Київ","35872267","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ОБ'ЄДНАННЯ ПРАВОСЛАВНА РОДИНА""","91.33.0 ДІЯЛЬНІСТЬ ГРОМАДСЬКИХ ОРГАНІЗАЦІЙ, Н. В. І. Г.",25904636,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ ПАРАФІЇ БЛАЖЕНОЇ КСЕНІЇ ПЕТЕРБУРЗЬКОЇ У ДНІПРОВСЬКОМУ РАЙОНІ М.КИЄВА","ДАНИЛЮК ВІТАЛІЙ ТАРАСОВИЧ","ДАНИЛЮК ВІТАЛІЙ ТАРАСОВИЧ","02097; м.Київ- Деснянський район, ВУЛИЦЯ ЛІСКІВСЬКА, будинок 28-А, квартира 312","02192; м.Київ- Дніпровський район, ВУЛИЦЯ БОЙЧЕНКА, будинок 7, квартира 27",2,"ДАНИЛЮК ТЕТЯНА ВАСИЛІВНА, розмір внеску до статутного фонду - 0.00 грн.||НАНИЛЮК ВІТАЛІЙ ТАРАСОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КРИВША ЮРІЙ МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,21,"Діяльність громадських організацій"
